Groups:
AD9226_0_BITS_r[11..0] =, AD9226_0_BITS_r[11], AD9226_0_BITS_r[10], AD9226_0_BITS_r[9], AD9226_0_BITS_r[8], AD9226_0_BITS_r[7], AD9226_0_BITS_r[6], AD9226_0_BITS_r[5], AD9226_0_BITS_r[4], AD9226_0_BITS_r[3], AD9226_0_BITS_r[2], AD9226_0_BITS_r[1], AD9226_0_BITS_r[0],  hex
AD9226_1_BITS_r[11..0] =, AD9226_1_BITS_r[11], AD9226_1_BITS_r[10], AD9226_1_BITS_r[9], AD9226_1_BITS_r[8], AD9226_1_BITS_r[7], AD9226_1_BITS_r[6], AD9226_1_BITS_r[5], AD9226_1_BITS_r[4], AD9226_1_BITS_r[3], AD9226_1_BITS_r[2], AD9226_1_BITS_r[1], AD9226_1_BITS_r[0],  signed decimal

Data:
time unit: s, AD9226_0_BITS_r[11..0], AD9226_0_BITS_r[11], AD9226_0_BITS_r[10], AD9226_0_BITS_r[9], AD9226_0_BITS_r[8], AD9226_0_BITS_r[7], AD9226_0_BITS_r[6], AD9226_0_BITS_r[5], AD9226_0_BITS_r[4], AD9226_0_BITS_r[3], AD9226_0_BITS_r[2], AD9226_0_BITS_r[1], AD9226_0_BITS_r[0], AD9226_1_BITS_r[11..0], AD9226_1_BITS_r[11], AD9226_1_BITS_r[10], AD9226_1_BITS_r[9], AD9226_1_BITS_r[8], AD9226_1_BITS_r[7], AD9226_1_BITS_r[6], AD9226_1_BITS_r[5], AD9226_1_BITS_r[4], AD9226_1_BITS_r[3], AD9226_1_BITS_r[2], AD9226_1_BITS_r[1], AD9226_1_BITS_r[0], start_cor_r, 
0, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
4850, 1B1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 189, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 
4851, 1B2, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 204, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 
4852, 19B, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 231, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 
4853, 178, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 261, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
4854, 157, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 286, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 
4855, 137, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 297, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 
4856, 12D, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 287, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
4857, 12B, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 247, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 
4858, 12E, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 198, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 
4859, 13D, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 151, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 
4860, 143, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 111, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 
4861, 13D, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 82, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 
4862, 135, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 50, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 
4863, 121, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 26, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 
4864, 10A, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, -9, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 
4865, 0F4, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, -39, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 
4866, 0E1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, -59, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 
4867, 0E1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, -69, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 
4868, 0E3, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, -58, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 
4869, 0EF, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, -35, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 
4870, 0F3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 
4871, 0FC, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 44, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 
4872, 10C, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 90, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 
4873, 122, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 122, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 
4874, 13A, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 143, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 
4875, 161, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 154, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 
4876, 18A, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 158, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 
4877, 1A6, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 176, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 
4878, 1B7, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 189, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 
4879, 1AD, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 208, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 
4880, 18F, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 236, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 
4881, 173, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 270, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 
4882, 14F, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 290, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 
4883, 135, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 293, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 
4884, 12A, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 274, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 
4885, 127, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 234, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 
4886, 133, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 184, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 
4887, 13F, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 143, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 
4888, 143, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 100, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 
4889, 13F, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 79, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 
4890, 132, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 41, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 
4891, 11B, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 18, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 
4892, 103, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, -18, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 
4893, 0EB, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, -49, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 
4894, 0E1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, -66, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 
4895, 0E1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, -65, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 
4896, 0EA, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, -55, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 
4897, 0F3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, -24, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 
4898, 0F8, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 
4899, 0FD, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 56, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 
4900, 10D, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 96, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 
4901, 126, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 127, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 
4902, 144, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 145, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 
4903, 16A, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 156, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 
4904, 190, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 163, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 
4905, 1AB, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 176, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 
4906, 1B5, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 193, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 
4907, 1A6, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 214, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 
4908, 18C, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 244, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 
4909, 165, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 272, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 
4910, 146, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 295, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 
4911, 134, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 296, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
4912, 128, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 269, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 
4913, 12B, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 232, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 
4914, 134, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 173, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 
4915, 13D, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 134, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 
4916, 143, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 99, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 
4917, 13B, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 69, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 
4918, 12E, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 41, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 
4919, 113, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 
4920, 0FF, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, -21, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 
4921, 0EB, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, -51, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 
4922, 0E2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, -66, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 
4923, 0E2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, -70, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 
4924, 0E7, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, -50, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 
4925, 0F5, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, -19, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 
4926, 0FD, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 22, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 
4927, 101, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 68, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 
4928, 113, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 105, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 
4929, 12D, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 133, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 
4930, 14D, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 152, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 
4931, 176, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 163, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 
4932, 199, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 165, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 
4933, 1B0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 179, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 
4934, 1B3, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 198, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 
4935, 1A1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 219, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 
4936, 182, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 248, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 
4937, 15F, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 278, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 
4938, 141, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 293, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 
4939, 130, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 291, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
4940, 12A, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 262, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 
4941, 12D, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 215, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 
4942, 138, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 164, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 
4943, 142, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 128, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 
4944, 140, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 
4945, 13B, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 64, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 
4946, 12B, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 33, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 
4947, 111, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
4948, 0F8, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, -30, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 
4949, 0E7, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, -57, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
4950, 0DB, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, -73, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 
4951, 0E5, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, -68, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 
4952, 0EB, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, -44, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 
4953, 0F4, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, -8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 
4954, 0FE, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 33, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 
4955, 107, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 77, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
4956, 116, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 111, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 
4957, 132, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 141, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 
4958, 155, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 154, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 
4959, 17D, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 160, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 
4960, 19D, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 168, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 
4961, 1B3, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 186, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 
4962, 1B3, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 201, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 
4963, 1A0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 223, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 
4964, 180, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 254, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
4965, 15B, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 285, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 
4966, 13F, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 295, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 
4967, 131, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 289, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 
4968, 12B, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 253, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
4969, 12F, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 210, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 
4970, 13A, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 158, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 
4971, 141, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 119, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 
4972, 141, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 85, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 
4973, 137, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 60, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 
4974, 126, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 26, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 
4975, 10E, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, -8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 
4976, 0F9, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, -42, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 
4977, 0E6, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, -57, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
4978, 0DF, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, -71, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 
4979, 0E6, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, -62, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 
4980, 0F0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, -34, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 
4981, 0F8, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
4982, 102, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 46, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 
4983, 109, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 90, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 
4984, 11E, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 127, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 
4985, 13B, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 146, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 
4986, 15F, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 156, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 
4987, 181, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 165, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 
4988, 1A0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 172, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 
4989, 1B1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 190, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 
4990, 1AC, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 205, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 
4991, 19E, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 231, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 
4992, 177, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 266, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 
4993, 153, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 292, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 
4994, 13B, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 300, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 
4995, 12F, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 281, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 
4996, 12A, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 245, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 
4997, 12F, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 195, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 
4998, 13D, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 151, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 
4999, 143, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 112, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 
