Groups:
AD9226_0_BITS_r[11..0] =, AD9226_0_BITS_r[11], AD9226_0_BITS_r[10], AD9226_0_BITS_r[9], AD9226_0_BITS_r[8], AD9226_0_BITS_r[7], AD9226_0_BITS_r[6], AD9226_0_BITS_r[5], AD9226_0_BITS_r[4], AD9226_0_BITS_r[3], AD9226_0_BITS_r[2], AD9226_0_BITS_r[1], AD9226_0_BITS_r[0],  hex
AD9226_1_BITS_r[11..0] =, AD9226_1_BITS_r[11], AD9226_1_BITS_r[10], AD9226_1_BITS_r[9], AD9226_1_BITS_r[8], AD9226_1_BITS_r[7], AD9226_1_BITS_r[6], AD9226_1_BITS_r[5], AD9226_1_BITS_r[4], AD9226_1_BITS_r[3], AD9226_1_BITS_r[2], AD9226_1_BITS_r[1], AD9226_1_BITS_r[0],  signed decimal

Data:
time unit: s, AD9226_0_BITS_r[11..0], AD9226_0_BITS_r[11], AD9226_0_BITS_r[10], AD9226_0_BITS_r[9], AD9226_0_BITS_r[8], AD9226_0_BITS_r[7], AD9226_0_BITS_r[6], AD9226_0_BITS_r[5], AD9226_0_BITS_r[4], AD9226_0_BITS_r[3], AD9226_0_BITS_r[2], AD9226_0_BITS_r[1], AD9226_0_BITS_r[0], AD9226_1_BITS_r[11..0], AD9226_1_BITS_r[11], AD9226_1_BITS_r[10], AD9226_1_BITS_r[9], AD9226_1_BITS_r[8], AD9226_1_BITS_r[7], AD9226_1_BITS_r[6], AD9226_1_BITS_r[5], AD9226_1_BITS_r[4], AD9226_1_BITS_r[3], AD9226_1_BITS_r[2], AD9226_1_BITS_r[1], AD9226_1_BITS_r[0], start_cor_r, 
0, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
5936, 171, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 205, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 
5937, 16D, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 218, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 
5938, 168, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 216, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 
5939, 15C, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 207, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 
5940, 147, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 180, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 
5941, 129, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 150, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 
5942, 118, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 127, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 
5943, 105, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 107, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
5944, 0FF, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 95, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 
5945, 100, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 
5946, 103, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 70, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 
5947, 107, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 48, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 
5948, 10C, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 
5949, 112, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
5950, 10E, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, -17, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 
5951, 117, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, -15, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 
5952, 11C, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, -5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 
5953, 125, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 19, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 
5954, 126, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 50, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 
5955, 12B, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 86, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 
5956, 12D, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 118, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 
5957, 13C, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 145, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 
5958, 149, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 154, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 
5959, 15C, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 163, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 
5960, 16E, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 169, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 
5961, 173, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 175, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 
5962, 176, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 188, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 
5963, 16D, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 202, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 
5964, 169, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 220, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 
5965, 164, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 232, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 
5966, 15E, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 230, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 
5967, 151, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 215, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 
5968, 13C, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 191, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 
5969, 129, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 161, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 
5970, 116, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 137, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 
5971, 10B, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 118, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 
5972, 10C, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 102, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
5973, 10B, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 87, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 
5974, 113, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 66, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 
5975, 117, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 47, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 
5976, 118, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
5977, 117, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, -15, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 
5978, 112, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, -28, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 
5979, 119, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, -24, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 
5980, 120, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, -9, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 
5981, 122, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 
5982, 12A, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 57, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 
5983, 12D, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 89, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 
5984, 133, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 123, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 
5985, 13E, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 140, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 
5986, 14F, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 156, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 
5987, 15F, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 154, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 
5988, 16B, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 163, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 
5989, 177, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 171, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 
5990, 170, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 186, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 
5991, 16A, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 205, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 
5992, 166, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 226, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 
5993, 15C, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 240, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 
5994, 159, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 233, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 
5995, 148, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 222, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 
5996, 137, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
5997, 123, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 166, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 
5998, 110, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 133, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 
5999, 111, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 119, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 
6000, 10E, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 99, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 
6001, 10F, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 83, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 
6002, 112, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 61, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 
6003, 115, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 34, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 
6004, 116, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
6005, 114, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, -24, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 
6006, 117, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, -35, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 
6007, 119, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, -27, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 
6008, 125, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, -8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 
6009, 12A, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 
6010, 12B, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 54, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 
6011, 12D, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 87, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 
6012, 132, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 120, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 
6013, 140, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 
6014, 14F, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 143, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 
6015, 15D, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 150, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 
6016, 168, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 164, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 
6017, 16C, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 175, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 
6018, 16A, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 191, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 
6019, 168, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 210, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 
6020, 165, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 229, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 
6021, 161, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 244, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 
6022, 159, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 233, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 
6023, 148, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 219, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 
6024, 134, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 192, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 
6025, 11F, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 158, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 
6026, 110, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 138, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 
6027, 10A, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 118, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 
6028, 10B, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 105, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 
6029, 112, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 93, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 
6030, 117, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 66, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 
6031, 11A, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 36, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 
6032, 117, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
6033, 11B, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, -20, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 
6034, 11E, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, -34, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 
6035, 124, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, -26, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 
6036, 12D, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, -9, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 
6037, 12A, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 22, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 
6038, 12B, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 58, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 
6039, 131, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 91, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 
6040, 136, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 122, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 
6041, 141, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 141, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 
6042, 154, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 145, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 
6043, 161, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 154, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 
6044, 16A, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 165, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 
6045, 172, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 174, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 
6046, 169, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 194, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 
6047, 167, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 213, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 
6048, 161, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 226, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 
6049, 158, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 237, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 
6050, 14F, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 226, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 
6051, 13E, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 210, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 
6052, 129, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 183, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 
6053, 116, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 158, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 
6054, 10F, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 138, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 
6055, 109, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 120, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 
6056, 10E, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 108, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 
6057, 110, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 
6058, 11A, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 62, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 
6059, 117, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 29, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 
6060, 116, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
6061, 117, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, -23, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 
6062, 122, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, -29, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 
6063, 127, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, -21, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 
6064, 12A, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
6065, 130, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 
6066, 12D, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 68, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 
6067, 132, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 101, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 
6068, 137, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 123, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 
6069, 147, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 137, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 
6070, 156, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 147, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 
6071, 164, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 151, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 
6072, 16B, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 159, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 
6073, 16F, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 174, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 
6074, 16F, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 194, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 
6075, 165, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 215, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 
6076, 15D, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 226, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 
6077, 156, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 231, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 
6078, 14C, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 224, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 
6079, 13C, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 201, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 
6080, 132, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 181, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 
6081, 121, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 158, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 
6082, 122, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 140, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 
6083, 11B, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 118, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 
6084, 11A, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 110, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 
6085, 116, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 89, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 
6086, 113, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 66, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 
