Groups:
Filter:Filter_0_inst|Filter_bits[11..0] =, Filter:Filter_0_inst|Filter_bits[11], Filter:Filter_0_inst|Filter_bits[10], Filter:Filter_0_inst|Filter_bits[9], Filter:Filter_0_inst|Filter_bits[8], Filter:Filter_0_inst|Filter_bits[7], Filter:Filter_0_inst|Filter_bits[6], Filter:Filter_0_inst|Filter_bits[5], Filter:Filter_0_inst|Filter_bits[4], Filter:Filter_0_inst|Filter_bits[3], Filter:Filter_0_inst|Filter_bits[2], Filter:Filter_0_inst|Filter_bits[1], Filter:Filter_0_inst|Filter_bits[0],  signed decimal

Data:
time unit: s, Filter:Filter_0_inst|Filter_bits[11..0], Filter:Filter_0_inst|Filter_bits[11], Filter:Filter_0_inst|Filter_bits[10], Filter:Filter_0_inst|Filter_bits[9], Filter:Filter_0_inst|Filter_bits[8], Filter:Filter_0_inst|Filter_bits[7], Filter:Filter_0_inst|Filter_bits[6], Filter:Filter_0_inst|Filter_bits[5], Filter:Filter_0_inst|Filter_bits[4], Filter:Filter_0_inst|Filter_bits[3], Filter:Filter_0_inst|Filter_bits[2], Filter:Filter_0_inst|Filter_bits[1], Filter:Filter_0_inst|Filter_bits[0], 
0, X, X, X, X, X, X, X, X, X, X, X, X, X, 
3413, 29, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 
3414, 30, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 
3415, 30, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 
3416, 28, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 
3417, 25, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 
3418, 21, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 
3419, 16, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 
3420, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
3421, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
3422, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
3423, -7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 
3424, -12, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 
3425, -16, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
3426, -19, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 
3427, -22, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 
3428, -22, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 
3429, -22, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 
3430, -19, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 
3431, -16, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
3432, -11, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 
3433, -6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
3434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3435, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
3436, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
3437, 16, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 
3438, 20, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 
3439, 24, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 
3440, 26, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
3441, 28, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 
3442, 28, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 
3443, 27, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 
3444, 24, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 
3445, 20, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 
3446, 16, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 
3447, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
3448, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
3449, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
3450, -6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
3451, -11, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 
3452, -15, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 
3453, -18, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 
3454, -20, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
3455, -21, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 
3456, -21, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 
3457, -19, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 
3458, -16, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
3459, -12, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 
3460, -7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 
3461, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
3462, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
3463, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
3464, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
3465, 20, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 
3466, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 
3467, 26, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
3468, 28, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 
3469, 29, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 
3470, 28, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 
3471, 26, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
3472, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 
3473, 18, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
3474, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 
3475, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
3476, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
3477, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
3478, -10, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 
3479, -14, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 
3480, -18, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 
3481, -21, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 
3482, -23, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 
3483, -24, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 
3484, -23, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 
3485, -20, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
3486, -16, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
3487, -11, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 
3488, -5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
3489, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
3490, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
3491, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 
3492, 19, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 
3493, 24, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 
3494, 27, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 
3495, 30, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 
3496, 31, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 
3497, 31, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 
3498, 30, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 
3499, 27, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 
3500, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 
3501, 18, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
3502, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
3503, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
3504, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
3505, -7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 
3506, -12, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 
3507, -17, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 
3508, -21, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 
3509, -24, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 
3510, -25, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 
3511, -25, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 
3512, -24, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 
3513, -21, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 
3514, -16, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
3515, -11, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 
3516, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
3517, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
3518, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
3519, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 
3520, 19, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 
3521, 24, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 
3522, 27, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 
3523, 30, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 
3524, 31, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 
3525, 31, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 
3526, 29, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 
3527, 26, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
3528, 22, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 
3529, 17, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 
3530, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
3531, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
3532, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
3533, -6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
3534, -11, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 
3535, -16, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
3536, -19, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 
3537, -21, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 
3538, -22, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 
3539, -22, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 
3540, -21, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 
3541, -18, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 
3542, -14, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 
3543, -9, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 
3544, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
3545, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
3546, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
3547, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
3548, 17, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 
3549, 21, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 
3550, 24, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 
3551, 26, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
3552, 27, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 
3553, 27, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 
3554, 26, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
3555, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 
3556, 20, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 
3557, 16, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 
3558, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
3559, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
3560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3561, -5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
3562, -9, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 
3563, -13, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 
3564, -16, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
3565, -19, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 
3566, -20, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
3567, -20, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
3568, -18, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 
3569, -16, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
3570, -12, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 
3571, -7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 
3572, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
3573, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
3574, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
3575, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 
3576, 17, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 
3577, 21, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 
3578, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 
3579, 25, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 
3580, 26, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
3581, 26, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
3582, 24, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 
3583, 22, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 
3584, 18, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
3585, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 
3586, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
3587, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
3588, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
3589, -6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
3590, -10, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 
3591, -13, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 
3592, -16, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
3593, -18, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 
3594, -18, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 
3595, -18, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 
3596, -17, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 
3597, -14, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 
3598, -10, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 
3599, -6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
3600, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
3601, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
3602, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
3603, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
3604, 16, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 
3605, 19, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 
3606, 21, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 
3607, 22, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 
3608, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 
3609, 22, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 
3610, 21, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 
3611, 18, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
3612, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
3613, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
3614, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
3615, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
3616, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
3617, -5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
3618, -8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 
3619, -11, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 
3620, -13, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 
3621, -14, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 
3622, -14, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 
3623, -13, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 
3624, -11, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 
3625, -8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 
3626, -5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
3627, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
3628, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
3629, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
3630, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
3631, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 
3632, 16, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 
3633, 18, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
3634, 19, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 
3635, 20, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 
3636, 20, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 
3637, 19, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 
3638, 17, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 
3639, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
3640, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
3641, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
3642, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
3643, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3644, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
3645, -7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 
3646, -10, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 
3647, -12, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 
3648, -14, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 
3649, -15, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 
3650, -16, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
3651, -15, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 
3652, -13, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 
3653, -10, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 
3654, -6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
3655, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
3656, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
3657, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
3658, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
3659, 16, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 
3660, 20, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 
3661, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 
3662, 25, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 
3663, 27, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 
3664, 27, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 
3665, 26, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
3666, 24, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 
3667, 21, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 
3668, 17, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 
3669, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
3670, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
3671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3672, -6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
3673, -11, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 
3674, -16, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
3675, -20, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
3676, -23, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 
3677, -25, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 
3678, -26, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 
3679, -25, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 
3680, -23, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 
3681, -19, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 
3682, -14, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 
3683, -8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 
3684, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
3685, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
3686, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
3687, 18, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
3688, 24, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 
3689, 29, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 
3690, 32, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
3691, 35, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 
3692, 36, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
3693, 36, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
3694, 33, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 
3695, 30, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 
3696, 25, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 
3697, 18, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
3698, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
3699, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
3700, -5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
3701, -12, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 
3702, -19, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 
3703, -24, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 
3704, -29, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 
3705, -32, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 
3706, -33, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 
3707, -32, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 
3708, -29, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 
3709, -25, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 
3710, -19, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 
3711, -12, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 
3712, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
3713, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
3714, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
3715, 20, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 
