Groups:
Filter:Filter_0_inst|Filter_bits[11..0] =, Filter:Filter_0_inst|Filter_bits[11], Filter:Filter_0_inst|Filter_bits[10], Filter:Filter_0_inst|Filter_bits[9], Filter:Filter_0_inst|Filter_bits[8], Filter:Filter_0_inst|Filter_bits[7], Filter:Filter_0_inst|Filter_bits[6], Filter:Filter_0_inst|Filter_bits[5], Filter:Filter_0_inst|Filter_bits[4], Filter:Filter_0_inst|Filter_bits[3], Filter:Filter_0_inst|Filter_bits[2], Filter:Filter_0_inst|Filter_bits[1], Filter:Filter_0_inst|Filter_bits[0],  signed decimal

Data:
time unit: s, Filter:Filter_0_inst|Filter_bits[11..0], Filter:Filter_0_inst|Filter_bits[11], Filter:Filter_0_inst|Filter_bits[10], Filter:Filter_0_inst|Filter_bits[9], Filter:Filter_0_inst|Filter_bits[8], Filter:Filter_0_inst|Filter_bits[7], Filter:Filter_0_inst|Filter_bits[6], Filter:Filter_0_inst|Filter_bits[5], Filter:Filter_0_inst|Filter_bits[4], Filter:Filter_0_inst|Filter_bits[3], Filter:Filter_0_inst|Filter_bits[2], Filter:Filter_0_inst|Filter_bits[1], Filter:Filter_0_inst|Filter_bits[0], 
0, X, X, X, X, X, X, X, X, X, X, X, X, X, 
13040, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
13041, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13042, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13043, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
13044, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
13045, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
13046, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
13047, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
13048, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13049, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13050, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
13051, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
13052, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
13053, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
13054, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
13055, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
13056, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13058, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
13059, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
13060, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
13061, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
13062, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13063, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13064, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
13065, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
13066, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
13067, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
13068, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
13069, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
13070, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13071, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13072, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
13073, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
13074, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
13075, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
13076, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13077, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13078, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
13079, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
13080, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
13081, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
13082, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
13083, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
13084, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13085, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13087, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
13088, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
13089, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
13090, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
13091, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13092, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
13093, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
13094, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
13095, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
13096, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
13097, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13098, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13099, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
13100, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
13101, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
13102, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
13103, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
13104, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13105, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13106, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
13107, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
13108, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
13109, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
13110, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
13111, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
13112, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13114, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
13115, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
13116, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
13117, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
13118, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13119, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13120, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
13121, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
13122, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
13123, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
13124, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
13125, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
13126, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13127, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
13128, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
13129, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
13130, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
13131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13132, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13133, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13134, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
13135, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
13136, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
13137, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
13138, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
13139, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13140, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13142, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
13143, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
13144, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
13145, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
13146, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13147, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13148, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
13149, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
13150, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
13151, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
13152, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
13153, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13154, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13155, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
13156, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
13157, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
13158, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
13159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13160, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13161, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13162, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
13163, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
13164, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
13165, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
13166, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
13167, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
13168, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13170, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
13171, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
13172, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
13173, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
13174, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13175, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
13176, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
13177, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
13178, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
13179, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
13180, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
13181, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13182, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13183, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
13184, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
13185, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
13186, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
13187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13188, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13189, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13190, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
13191, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
13192, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
13193, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
13194, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13195, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13197, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
13198, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
13199, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
13200, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
13201, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
13202, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13203, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13204, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
13205, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
13206, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
13207, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13208, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13209, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13210, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
13211, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
13212, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
13213, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
13214, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
13215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13216, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13217, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13218, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13219, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13220, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13221, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13222, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13224, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
13225, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
13226, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
13227, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
13228, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
13229, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
13230, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13231, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13232, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
13233, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
13234, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
13235, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13236, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13237, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
13238, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
13239, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
13240, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
13241, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
13242, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
13243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13244, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13245, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13246, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13247, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13248, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13249, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13250, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13251, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13253, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
13254, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
13255, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
13256, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
13257, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
13258, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13259, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13260, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13261, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13262, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13263, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13264, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13265, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13266, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
13267, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
13268, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
13269, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
13270, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
13271, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
13272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13273, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13274, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13275, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13276, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13277, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13278, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13279, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13281, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
13282, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
13283, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
13284, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
13285, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
13286, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
13287, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13288, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13289, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13290, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13291, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13292, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13293, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
13294, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
13295, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
13296, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
13297, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
13298, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
13299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13300, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13301, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13302, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13303, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13304, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13305, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13306, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13307, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13309, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
13310, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
13311, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
13312, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
13313, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
13314, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13315, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13316, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13317, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13318, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13319, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
13320, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
13321, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
13322, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
13323, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
13324, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
13325, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
13326, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
13327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13328, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13329, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13330, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13331, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
13332, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13333, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
13334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
13336, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
13337, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
13338, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
13339, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
13340, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
13341, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
13342, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
